,uniqueid,dateofbite,species,breed,age,gender,spayneuter,borough,zipcode
498,499,2015-06-26T00:00:00.000,DOG,,,U,False,Brooklyn,11237.0
499,500,2015-08-21T00:00:00.000,DOG,Cane Corso,2,M,False,Brooklyn,11231.0
500,501,2015-08-23T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,1,F,False,Brooklyn,11224.0
501,502,2015-08-18T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11232.0
502,503,2015-08-24T00:00:00.000,DOG,,,U,False,Brooklyn,
503,504,2015-08-23T00:00:00.000,DOG,Labrador Retriever,,U,False,Brooklyn,11231.0
504,505,2015-08-23T00:00:00.000,DOG,,,U,False,Brooklyn,
505,506,2015-08-24T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11234.0
506,507,2015-08-14T00:00:00.000,DOG,,,U,False,Brooklyn,11220.0
507,508,2015-08-11T00:00:00.000,DOG,Labrador Retriever,5,M,True,Brooklyn,11249.0
508,509,2015-08-19T00:00:00.000,DOG,"Poodle, Miniature",2,M,False,Brooklyn,11220.0
509,510,2015-08-21T00:00:00.000,DOG,,,U,False,Brooklyn,
510,511,2015-08-13T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,7,F,False,Brooklyn,11236.0
511,512,2015-08-26T00:00:00.000,DOG,POODLE/BOXER X,1,M,True,Brooklyn,11221.0
512,513,2015-08-26T00:00:00.000,DOG,Wire Fox Terrier,,U,False,Brooklyn,11207.0
513,514,2015-08-27T00:00:00.000,DOG,Shih Tzu,8,M,False,Brooklyn,11208.0
514,515,2015-08-11T00:00:00.000,DOG,Jack Russ,2,M,True,Brooklyn,11204.0
515,516,2015-08-27T00:00:00.000,DOG,YORKSHIRE TER/SHIHTZU,3,M,True,Brooklyn,11226.0
516,517,2015-08-10T00:00:00.000,DOG,Labrador Retriever Crossbreed,3,F,True,Brooklyn,11204.0
517,518,2015-08-10T00:00:00.000,DOG,Rottweiler,8M,F,False,Brooklyn,11204.0
518,519,2015-08-27T00:00:00.000,DOG,Shiba Inu,6,F,True,Brooklyn,11249.0
519,520,2015-08-27T00:00:00.000,DOG,Chihuahua,3,M,True,Brooklyn,11223.0
520,521,2015-08-29T00:00:00.000,DOG,Brittany Spaniel,3,M,False,Brooklyn,11235.0
521,522,2015-08-30T00:00:00.000,DOG,Yorkshire Terrier,7,F,True,Brooklyn,11209.0
522,523,2015-08-28T00:00:00.000,DOG,Pit Bull,3,F,True,Brooklyn,11208.0
523,524,2015-08-31T00:00:00.000,DOG,AMERICAN TERRIER,,U,False,Brooklyn,11216.0
524,525,2015-09-01T00:00:00.000,DOG,BLUE HEELER/ AUSTRALIAN CATTLE MIX,5,F,True,Brooklyn,
525,526,2015-09-01T00:00:00.000,DOG,Labrador Retriever,3,M,True,Brooklyn,11206.0
526,527,2015-08-29T00:00:00.000,DOG,,,U,False,Brooklyn,11234.0
527,528,2015-08-20T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11230.0
528,529,2015-09-01T00:00:00.000,DOG,Shiba Inu,3,M,True,Brooklyn,11217.0
529,530,2015-09-04T00:00:00.000,DOG,,,U,False,Brooklyn,11204.0
530,531,2015-09-04T00:00:00.000,DOG,DASCHOUND,,U,False,Brooklyn,11206.0
531,532,2015-08-23T00:00:00.000,DOG,,,U,False,Brooklyn,11208.0
532,533,2015-09-05T00:00:00.000,DOG,,,U,False,Brooklyn,11209.0
533,534,2015-09-08T00:00:00.000,DOG,MINIATURE SCHNAUZER,3,F,False,Brooklyn,11232.0
534,535,2015-09-05T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,8,F,True,Brooklyn,11236.0
535,536,2015-09-07T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11216.0
536,537,2015-09-03T00:00:00.000,DOG,"Poodle, Standard",,U,False,Brooklyn,11206.0
537,538,2015-09-03T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
538,539,2015-09-08T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11216.0
539,540,2015-09-09T00:00:00.000,DOG,,,U,False,Brooklyn,11220.0
540,541,2015-09-03T00:00:00.000,DOG,Shih Tzu,3,M,False,Brooklyn,11235.0
541,542,2015-09-09T00:00:00.000,DOG,,,U,False,Brooklyn,
542,543,2015-09-05T00:00:00.000,DOG,Beagle,,U,False,Brooklyn,
543,544,2015-09-06T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,8,F,True,Brooklyn,11224.0
544,545,2015-09-09T00:00:00.000,DOG,Labrador Retriever Crossbreed,1,M,True,Brooklyn,11228.0
545,546,2015-09-08T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,
546,547,2015-09-10T00:00:00.000,DOG,YORKIPOO,2,M,False,Brooklyn,11249.0
547,548,2015-09-07T00:00:00.000,DOG,,,U,False,Brooklyn,
548,549,2015-09-12T00:00:00.000,DOG,Dachshund Smooth Coat,,U,False,Brooklyn,11217.0
549,550,2015-09-12T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11215.0
550,551,2015-09-12T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,
551,552,2015-09-13T00:00:00.000,DOG,,,U,False,Brooklyn,
552,553,2015-09-14T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,14M,M,False,Brooklyn,11215.0
553,554,2015-09-14T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,4,M,False,Brooklyn,11213.0
554,555,2015-09-13T00:00:00.000,DOG,Chihuahua,3,M,True,Brooklyn,11220.0
555,556,2015-09-12T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,True,Brooklyn,11206.0
556,557,2015-09-11T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,2,M,False,Brooklyn,11233.0
557,558,2015-09-15T00:00:00.000,DOG,CORGI/CHIHUAHUA X,1,M,True,Brooklyn,11206.0
558,559,2015-09-16T00:00:00.000,DOG,Shih Tzu,,U,False,Brooklyn,
559,560,2015-09-13T00:00:00.000,DOG,YORKIE/SHIH TZU,3,M,True,Brooklyn,11236.0
560,561,2015-09-16T00:00:00.000,DOG,German Shepherd Crossbreed,15,F,True,Brooklyn,11213.0
561,562,2015-08-28T00:00:00.000,DOG,"Poodle, Standard",,U,False,Brooklyn,11219.0
562,563,2015-08-28T00:00:00.000,DOG,,,U,False,Brooklyn,11208.0
563,564,2015-08-12T00:00:00.000,DOG,,,U,False,Brooklyn,
564,565,2015-09-17T00:00:00.000,DOG,,,U,False,Brooklyn,11249.0
565,566,2015-09-16T00:00:00.000,DOG,Labrador Retriever,7,F,False,Brooklyn,11206.0
566,567,2015-09-03T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,11228.0
567,568,2015-09-20T00:00:00.000,DOG,German Shepherd,1,F,False,Brooklyn,11231.0
568,569,2015-09-05T00:00:00.000,DOG,,,U,False,Brooklyn,
569,570,2015-09-20T00:00:00.000,DOG,"Bull Dog, English",7,M,True,Brooklyn,11201.0
570,571,2015-09-18T00:00:00.000,DOG,Shih Tzu,1,M,True,Brooklyn,11215.0
571,572,2015-09-22T00:00:00.000,DOG,"PEKINGESE,SHIH TZU,  CHIH HUA HUA X",5,M,False,Brooklyn,11237.0
572,573,2015-09-19T00:00:00.000,DOG,"Poodle, Standard",,U,False,Brooklyn,11238.0
573,574,2015-09-19T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11218.0
574,575,2015-09-07T00:00:00.000,DOG,German Shepherd,,U,False,Brooklyn,11230.0
575,576,2015-09-22T00:00:00.000,DOG,German Shepherd,2,M,True,Brooklyn,11236.0
576,577,2015-09-26T00:00:00.000,DOG,GREAT DANE/PIT BULL X,1,M,True,Brooklyn,
577,578,2015-09-27T00:00:00.000,DOG,,,U,False,Brooklyn,
578,579,2015-09-26T00:00:00.000,DOG,"Poodle, Miniature",,U,False,Brooklyn,
579,580,2015-09-24T00:00:00.000,DOG,"Poodle, Standard",,U,False,Brooklyn,11221.0
580,581,2015-09-26T00:00:00.000,DOG,LHASA APSO/POODLDE X,1,M,False,Brooklyn,11226.0
581,582,2015-09-28T00:00:00.000,DOG,Beagle Crossbreed,6,M,True,Brooklyn,11226.0
582,583,2015-09-10T00:00:00.000,DOG,,,U,False,Brooklyn,11233.0
583,584,2015-09-27T00:00:00.000,DOG,,,U,False,Brooklyn,11203.0
584,585,2015-09-23T00:00:00.000,DOG,Australian Shepherd,,U,False,Brooklyn,11221.0
585,586,2015-09-20T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,False,Brooklyn,11201.0
586,587,2015-09-28T00:00:00.000,DOG,German Shepherd Crossbreed,3,F,False,Brooklyn,11231.0
587,588,2015-09-28T00:00:00.000,DOG,,,U,False,Brooklyn,11429.0
588,589,2015-09-28T00:00:00.000,DOG,,,U,False,Brooklyn,
589,590,2015-09-30T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,M,False,Brooklyn,11236.0
590,591,2015-09-30T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,10,F,True,Brooklyn,11208.0
591,592,2015-09-29T00:00:00.000,DOG,,,U,False,Brooklyn,
592,593,2015-09-30T00:00:00.000,DOG,Labrador Retriever Crossbreed,7,M,True,Brooklyn,11220.0
593,594,2015-09-22T00:00:00.000,DOG,SHARPEI/GERMAN SHEP X,1,M,False,Brooklyn,11229.0
594,595,2015-10-04T00:00:00.000,DOG,Pit Bull,3,F,False,Brooklyn,11231.0
595,596,2015-09-29T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11215.0
596,597,2015-10-05T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,True,Brooklyn,11223.0
597,598,2015-10-02T00:00:00.000,DOG,LAB/BASSET HOUND X,1,F,False,Brooklyn,11231.0
598,599,2015-10-05T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,6M,M,True,Brooklyn,11208.0
599,600,2015-10-05T00:00:00.000,DOG,"Poodle, Standard",,U,False,Brooklyn,11201.0
600,601,2015-10-05T00:00:00.000,DOG,LAB/PIT BULL X,3M,M,True,Brooklyn,11228.0
601,602,2015-09-27T00:00:00.000,DOG,Chow Chow,12,F,False,Brooklyn,11215.0
602,603,2015-10-07T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11214.0
603,604,2015-10-07T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11214.0
604,605,2015-10-07T00:00:00.000,DOG,Bull dog,,U,False,Brooklyn,11230.0
605,606,2015-10-07T00:00:00.000,DOG,,,U,False,Brooklyn,
606,607,2015-10-08T00:00:00.000,DOG,German Shepherd,5,M,False,Brooklyn,11220.0
607,608,2015-10-12T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,11207.0
608,609,2015-10-11T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,4,M,False,Brooklyn,11226.0
609,610,2015-10-10T00:00:00.000,DOG,AUSTRALIAN CATTLE DOG,14,M,True,Brooklyn,11230.0
610,611,2015-10-12T00:00:00.000,DOG,English Springer Spaniel,12,M,True,Brooklyn,11201.0
611,612,2015-10-13T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,U,False,Brooklyn,11216.0
612,613,2015-10-10T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,
613,614,2015-09-28T00:00:00.000,DOG,Maltese,,U,False,Brooklyn,11229.0
614,615,2015-10-13T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11221.0
615,616,2015-10-08T00:00:00.000,DOG,UNKNOWN,,U,False,Brooklyn,11230.0
616,617,2015-10-11T00:00:00.000,DOG,AUSTRALIAN CATTLE DOG,,U,False,Brooklyn,11205.0
617,618,2015-10-03T00:00:00.000,DOG,,,U,False,Brooklyn,11204.0
618,619,2015-10-15T00:00:00.000,DOG,Pit Bull,5,M,False,Brooklyn,11212.0
619,620,2015-10-18T00:00:00.000,DOG,BORDER COLLIE/LAB,4,M,True,Brooklyn,11215.0
620,621,2015-10-19T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11203.0
621,622,2015-10-18T00:00:00.000,DOG,American Eskimo,7,M,False,Brooklyn,11205.0
622,623,2015-10-05T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,1,F,True,Brooklyn,11208.0
623,624,2015-10-05T00:00:00.000,DOG,Labrador Retriever Crossbreed,9,M,False,Brooklyn,11238.0
624,625,2015-10-14T00:00:00.000,DOG,,,U,False,Brooklyn,11210.0
625,626,2015-10-09T00:00:00.000,DOG,Bull dog,2,F,True,Brooklyn,11208.0
626,627,2015-10-09T00:00:00.000,DOG,Bull dog,2,F,True,Brooklyn,11208.0
627,628,2015-10-20T00:00:00.000,DOG,German Shepherd,8,M,True,Brooklyn,11235.0
628,629,2015-10-19T00:00:00.000,DOG,Yorkshire Terrier,4,F,True,Brooklyn,11229.0
629,630,2015-10-20T00:00:00.000,DOG,,,U,False,Brooklyn,11224.0
630,631,2015-10-21T00:00:00.000,DOG,Chihuahua,10,M,False,Brooklyn,11211.0
631,632,2015-10-19T00:00:00.000,DOG,,,U,False,Brooklyn,11208.0
632,633,2015-10-21T00:00:00.000,DOG,Pit Bull,4,F,False,Brooklyn,11234.0
633,634,2015-10-20T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,,U,False,Brooklyn,11207.0
634,635,2015-10-22T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,F,False,Brooklyn,11210.0
635,636,2015-10-22T00:00:00.000,DOG,Belgian Sheepdog,2,F,True,Brooklyn,
636,637,2015-10-24T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,1,M,False,Brooklyn,11236.0
637,638,2015-10-23T00:00:00.000,DOG,RAT TERRIER,8,F,False,Brooklyn,11208.0
638,639,2015-10-24T00:00:00.000,DOG,Pit Bull,11M,M,True,Brooklyn,11234.0
639,640,2015-10-10T00:00:00.000,DOG,,,U,False,Brooklyn,
640,641,2015-10-19T00:00:00.000,DOG,German Shepherd,4,M,True,Brooklyn,11234.0
641,642,2015-10-18T00:00:00.000,DOG,Yorkshire Terrier,3,M,True,Brooklyn,11230.0
642,643,2015-10-24T00:00:00.000,DOG,Pit Bull,3,M,False,Brooklyn,
643,644,2015-10-27T00:00:00.000,DOG,Shih Tzu,2,M,False,Brooklyn,11216.0
644,645,2015-10-26T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11233.0
645,646,2015-10-27T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,
646,647,2015-10-26T00:00:00.000,DOG,Chihuahua,1,F,True,Brooklyn,11205.0
647,648,2015-10-23T00:00:00.000,DOG,,,M,False,Brooklyn,
648,649,2015-10-14T00:00:00.000,DOG,Labrador Retriever Crossbreed,2,M,True,Brooklyn,11206.0
649,650,2015-10-29T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11249.0
650,651,2015-11-02T00:00:00.000,DOG,,,U,False,Brooklyn,11221.0
651,652,2015-11-01T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,1,M,False,Brooklyn,11208.0
652,653,2015-10-30T00:00:00.000,DOG,German Shepherd,,U,False,Brooklyn,
653,654,2015-11-01T00:00:00.000,DOG,Siberian Husky,,U,False,Brooklyn,11220.0
654,655,2015-10-30T00:00:00.000,DOG,,,U,False,Brooklyn,11229.0
655,656,2015-11-01T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11207.0
656,657,2015-10-31T00:00:00.000,DOG,Vizsla,2,M,True,Brooklyn,11204.0
657,658,2015-11-04T00:00:00.000,DOG,Puggle,8,F,True,Brooklyn,11216.0
658,659,2015-11-04T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,False,Brooklyn,11236.0
659,660,2015-11-03T00:00:00.000,DOG,,,U,False,Brooklyn,11211.0
660,661,2015-11-02T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
661,662,2015-11-02T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
662,663,2015-11-01T00:00:00.000,DOG,,,U,False,Brooklyn,
663,664,2015-10-31T00:00:00.000,DOG,Mixed/Other,,U,False,Brooklyn,11215.0
664,665,2015-11-02T00:00:00.000,DOG,Rottweiler,,U,False,Brooklyn,
665,666,2015-10-23T00:00:00.000,DOG,American Staffordshire Terrier,1,M,True,Brooklyn,11214.0
666,667,2015-11-05T00:00:00.000,DOG,YORKIE/MALTESE X,7,M,True,Brooklyn,11203.0
667,668,2015-11-06T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,10M,M,False,Brooklyn,11208.0
668,669,2015-11-05T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,
669,670,2015-11-02T00:00:00.000,DOG,BOXER/PIT BULL X,,F,True,Brooklyn,11218.0
670,671,2015-11-06T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,True,Brooklyn,11208.0
671,672,2015-11-06T00:00:00.000,DOG,MIXED,5,M,True,Brooklyn,11208.0
672,673,2015-11-07T00:00:00.000,DOG,CHOW/SHEPHERD X,15,M,True,Brooklyn,11234.0
673,674,2015-11-07T00:00:00.000,DOG,"Mastiff, Bull",6,M,True,Brooklyn,11230.0
674,675,2015-11-07T00:00:00.000,DOG,"Poodle, Standard",9,M,True,Brooklyn,
675,676,2015-11-06T00:00:00.000,DOG,ROTTWEILER/PIT BULL X,,U,False,Brooklyn,11212.0
676,677,2015-11-07T00:00:00.000,DOG,,,U,False,Brooklyn,11209.0
677,678,2015-10-30T00:00:00.000,DOG,Rottweiler,,U,False,Brooklyn,11232.0
678,679,2015-10-31T00:00:00.000,DOG,Jack Russ,,U,False,Brooklyn,11236.0
679,680,2015-11-07T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,,U,False,Brooklyn,11206.0
680,681,2015-11-11T00:00:00.000,DOG,Chihuahua,2,M,False,Brooklyn,11228.0
681,682,2015-11-10T00:00:00.000,DOG,DOBERMAN/PIT BULL X,1,M,True,Brooklyn,11201.0
682,683,2015-11-06T00:00:00.000,DOG,"Poodle, Standard",5,M,False,Brooklyn,11203.0
683,684,2015-10-26T00:00:00.000,DOG,,,U,False,Brooklyn,11221.0
684,685,2015-11-12T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11216.0
685,686,2015-11-10T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11205.0
686,687,2015-11-12T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11205.0
687,688,2015-11-15T00:00:00.000,DOG,Bull Terrier,,U,False,Brooklyn,11226.0
688,689,2015-11-14T00:00:00.000,DOG,,,U,False,Brooklyn,11231.0
689,690,2015-11-12T00:00:00.000,DOG,,,U,False,Brooklyn,11236.0
690,691,2015-11-13T00:00:00.000,DOG,German Shepherd,,U,False,Brooklyn,11204.0
691,692,2015-11-11T00:00:00.000,DOG,AMERICAN BULLDOG/GREAT PYRENEES,3,F,True,Brooklyn,11232.0
692,693,2015-11-13T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11215.0
693,694,2015-11-12T00:00:00.000,DOG,HARRIER/GERM SHEP,3,M,True,Brooklyn,11206.0
694,695,2015-11-16T00:00:00.000,DOG,MASTIFF/AM PIT BULL TERR,1,M,True,Brooklyn,11208.0
695,696,2015-11-18T00:00:00.000,DOG,Pit Bull,7,F,True,Brooklyn,11237.0
696,697,2015-11-15T00:00:00.000,DOG,,,U,False,Brooklyn,11210.0
697,698,2015-11-18T00:00:00.000,DOG,Pit Bull,1,M,True,Brooklyn,11212.0
698,699,2015-11-12T00:00:00.000,DOG,Pit Bull,3,F,False,Brooklyn,11236.0
699,700,2015-11-18T00:00:00.000,DOG,Labrador Retriever Crossbreed,1,F,True,Brooklyn,11211.0
700,701,2015-10-26T00:00:00.000,DOG,Shih Tzu,,U,False,Brooklyn,11220.0
701,702,2015-11-20T00:00:00.000,DOG,Yorkshire Terrier,,U,False,Brooklyn,11203.0
702,703,2015-07-13T00:00:00.000,DOG,,,U,False,Brooklyn,11234.0
703,704,2015-11-18T00:00:00.000,DOG,PIT-BULL LAB X,10,F,False,Brooklyn,11230.0
704,705,2015-11-22T00:00:00.000,DOG,Pit Bull,1,M,False,Brooklyn,11208.0
705,706,2015-11-21T00:00:00.000,DOG,American Pit Bull Terrier/Pit Bull,2,M,True,Brooklyn,11214.0
706,707,2015-11-23T00:00:00.000,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,False,Brooklyn,11208.0
707,708,2015-11-21T00:00:00.000,DOG,Bull dog,,U,False,Brooklyn,11222.0
708,709,2015-11-21T00:00:00.000,DOG,BOXER X,1,F,True,Brooklyn,11222.0
709,710,2015-11-15T00:00:00.000,DOG,,,U,False,Brooklyn,
710,711,2015-11-21T00:00:00.000,DOG,,,U,False,Brooklyn,
711,712,2015-11-20T00:00:00.000,DOG,Pit Bull,6,M,False,Brooklyn,11206.0
712,713,2015-11-23T00:00:00.000,DOG,Shih Tzu,2,M,True,Brooklyn,11220.0
713,714,2015-11-20T00:00:00.000,DOG,POODLE X,1,F,False,Brooklyn,11213.0
714,715,2015-11-25T00:00:00.000,DOG,Pit Bull,4,M,False,Brooklyn,11206.0
715,716,2015-11-26T00:00:00.000,DOG,Chihuahua,4M,M,True,Brooklyn,11239.0
716,717,2015-11-26T00:00:00.000,DOG,American Staffordshire Terrier,10M,M,False,Brooklyn,11221.0
717,718,2015-11-27T00:00:00.000,DOG,Chihuahua Crossbreed,8,M,True,Brooklyn,11207.0
718,719,2015-11-28T00:00:00.000,DOG,,,U,False,Brooklyn,11237.0
719,720,2015-11-27T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,11206.0
720,721,2015-11-25T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11216.0
721,722,2015-11-28T00:00:00.000,DOG,Shih Tzu,2,M,True,Brooklyn,11237.0
722,723,2015-11-24T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,11212.0
723,724,2015-11-29T00:00:00.000,DOG,Yorkshire Terrier,4,M,True,Brooklyn,11236.0
724,725,2015-11-23T00:00:00.000,DOG,Pit Bull,,U,False,Brooklyn,
725,726,2015-11-27T00:00:00.000,DOG,Shih Tzu,1,M,False,Brooklyn,11219.0
726,727,2015-12-01T00:00:00.000,DOG,,,U,False,Brooklyn,11216.0
727,728,2015-11-30T00:00:00.000,DOG,MIXED,3,M,True,Brooklyn,11210.0
728,729,2015-11-28T00:00:00.000,DOG,Pit Bull,1,F,False,Brooklyn,11226.0
729,730,2015-12-01T00:00:00.000,DOG,Bernese Mountain,,U,False,Brooklyn,11217.0
730,731,2015-12-01T00:00:00.000,DOG,Beagle Crossbreed,2,M,True,Brooklyn,11231.0
731,732,2015-12-02T00:00:00.000,DOG,,,U,False,Brooklyn,11207.0
732,733,2015-12-03T00:00:00.000,DOG,"Bull Dog, French",3,M,True,Brooklyn,11235.0
733,734,2015-12-04T00:00:00.000,DOG,BLACK RUSSIAN TERRIER,,U,False,Brooklyn,11204.0
734,735,2015-11-25T00:00:00.000,DOG,Jack Russ,,M,True,Brooklyn,11208.0
735,736,2015-12-06T00:00:00.000,DOG,Pit Bull,4,M,True,Brooklyn,11212.0
736,737,2015-12-07T00:00:00.000,DOG,BEAGLE/JACK RUSSELL X,4,M,True,Brooklyn,11224.0
737,738,2015-12-06T00:00:00.000,DOG,Chow Chow,8,M,False,Brooklyn,11221.0
738,739,2015-12-03T00:00:00.000,DOG,TERRIER,1,M,True,Brooklyn,11229.0
739,740,2015-12-06T00:00:00.000,DOG,Bichon Frise,12,M,True,Brooklyn,11234.0
740,741,2015-12-05T00:00:00.000,DOG,SUDANESE HOUND X,1,M,True,Brooklyn,11231.0
741,742,2015-12-04T00:00:00.000,DOG,TERRIER X,6,M,True,Brooklyn,11234.0
742,743,2015-12-04T00:00:00.000,DOG,,,U,False,Brooklyn,11219.0
743,744,2015-11-29T00:00:00.000,DOG,Maltese,2,F,True,Brooklyn,11214.0
744,745,2015-12-09T00:00:00.000,DOG,Yorkshire Terrier Crossbreed,3,M,False,Brooklyn,11208.0
745,746,2015-12-09T00:00:00.000,DOG,TERRIER X,11,M,True,Brooklyn,11231.0
746,747,2015-12-12T00:00:00.000,DOG,Chihuahua,,U,False,Brooklyn,11212.0
